Compounds	AMI1	AMI2	AMI3	AMI4	AMI5	AMI6	AMI7	AMI8	AMI9	AMI10	AMI11	AMI12	AMI13	AMI14	AMI15	AMI16	AMI17	AMI18	AMI19	AMI20	AMI21	AMI22	AMI23	AMI24	AMI25	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON40	CON41	CON42	CON43	CON44
Methotrexate	11531.45	2866.31	1673.44	4763.85	8143.16	1673.56	683.14	643.88	3524.31	2005.51	4176.28	2184.84	2421.85	2496.14	2155.99	5507.87	1745.4	3205.14	1484.86	1314.29	5214.78	3398.24	3492.19	1930.78	3768.91	502.92	439.0	569.09	989.57	1222.62	726.08	661.1	877.2	1187.77	885.76	803.7	517.57	676.39	454.02	1498.18	712.77	782.47	1111.15	827.09	795.43	2263.57	1034.36	632.17	1211.15	655.27	567.19	1195.29	4351.79	558.71	895.25	606.33	800.34	874.58	625.09	1268.42	665.16	523.9	978.74	366.68	442.15	1209.28	1162.15	493.58	865.99
Tropate	90806.54	82646.32	85494.32	79203.91	108556.53	79415.57	94501.23	72733.88	81624.39	65381.71	103496.15	106724.03	89499.6	77336.84	81839.33	79418.82	95545.24	98086.74	85910.91	62781.63	79531.5	90093.53	104702.06	65974.4	92992.02	82676.23	60425.71	62628.78	62405.53	66806.56	90039.96	55723.75	90126.39	69787.7	70740.42	72154.34	69471.21	52963.81	53818.69	70343.85	84823.22	64185.3	103293.0	77756.65	73559.59	81961.6	74410.04	89603.98	55838.2	59587.59	58855.81	67817.51	72289.48	88565.62	90119.46	75880.48	75380.15	67673.77	74274.45	86791.69	75662.55	97444.63	86430.66	61439.9	58814.12	82921.08	58856.86	79858.7	75611.54
3,4-Dihydroxyhydrocinnamic acid	4442.26	4101.95	6352.68	4718.32	4553.25	4925.28	4673.29	5658.43	6496.91	4739.75	5540.62	4975.41	5312.97	1087.37	5151.48	5387.27	5546.62	6242.53	3932.46	3960.28	5930.09	3160.03	4834.89	5385.59	5326.51	3193.5	968.21	2434.59	3727.71	5455.51	4616.81	2898.82	3616.04	4844.66	3179.61	1323.04	4121.31	3648.05	1085.86	1118.27	2863.91	4598.17	2583.92	4922.06	3503.27	5004.26	4702.71	4987.3	1391.51	3411.79	3684.77	1591.92	3607.59	3186.53	3060.62	3236.87	2357.15	2217.89	2886.27	2443.5	964.47	2665.52	2154.94	3436.65	3159.33	5816.42	3690.76	3427.74	4453.25
Succinylsulfathiazole	837.3	602.18	1496.72	1348.7	1486.3	1534.29	2713.25	782.22	976.46	429.91	1020.26	1294.92	1841.05	1100.4	994.23	4067.81	1032.91	658.82	2476.41	1813.71	631.67	1148.85	1434.13	1609.85	1115.82	968.7	837.29	1473.25	3396.08	3321.96	1354.51	2760.0	1268.2	1376.06	1282.92	3177.37	1790.68	1173.67	1129.88	2742.14	1256.62	1653.34	3229.32	1496.39	1789.06	2600.2	1221.59	1862.9	2134.66	1511.24	2256.08	656.69	1681.72	2414.3	1311.42	2682.36	1030.66	960.46	1177.17	2204.84	2129.31	2346.24	1905.44	1543.65	1781.02	1796.93	795.56	1132.58	2009.41
Lys-Tyr	4801.62	2967.24	1286.31	4449.45	9318.54	4021.56	5835.04	1640.37	10723.78	3763.87	2465.85	2274.51	4198.3	1994.42	6006.15	2221.38	3457.5	3368.98	6689.81	3383.46	1656.23	3513.71	4225.12	3943.0	4444.68	6173.49	3415.08	4334.87	3690.44	7694.55	768.38	2683.33	4572.8	836.56	4068.28	2505.95	2739.93	513.0	2550.79	3356.26	968.59	2281.8	7917.27	5537.98	4387.57	1204.08	1416.04	2801.59	798.88	783.33	1523.72	495.32	2474.56	798.75	1241.54	1402.8	1507.3	588.52	1302.01	429.57	2311.26	2776.65	4261.8	507.17	3834.71	421.8	1139.04	1234.58	2284.4
Trolox	7088.34	2869.05	7994.6	6275.13	18880.96	9699.92	1381.45	3910.97	8691.14	3529.81	3766.02	2331.32	1418.71	2567.31	8021.19	2008.97	1681.37	5498.16	7984.61	569.2	1475.08	6737.9	3007.49	1268.39	1302.55	6532.55	4559.9	6693.19	2856.33	6972.41	8421.63	8432.98	5233.83	3237.22	2985.62	19441.83	4255.57	3934.65	3244.72	5357.96	10770.13	5335.73	6414.97	23446.27	8157.25	10897.35	4579.4	5620.33	4444.04	934.82	10715.7	12357.21	2920.8	7349.27	6372.76	15058.5	9163.56	8823.67	10660.36	4549.77	5020.5	5517.37	1821.36	2628.76	10488.37	2499.42	4013.37	8208.07	7475.35
FFA(11:0)	25728.47	24804.14	21598.16	26911.78	26420.32	24833.74	23215.28	26752.59	22266.72	24260.31	27671.52	27688.36	28834.57	20052.0	24937.99	31026.37	26475.62	26400.95	26318.06	23724.97	23654.42	26858.35	23689.83	29709.06	19021.72	25619.89	27538.5	26037.18	33176.89	20904.69	21758.46	24340.46	22062.5	24573.35	23883.55	27215.07	22327.65	22903.76	21802.53	22845.4	23281.39	21396.99	21806.78	26535.86	26772.3	28712.29	29233.17	29358.69	27566.52	26670.02	24154.45	23041.11	25619.55	24263.75	20848.14	25504.29	22226.05	21517.66	24103.57	21997.49	21956.66	20814.0	20336.31	26917.79	25740.14	29350.79	32321.13	20466.26	27254.94
Sclareol	512253.85	184310.95	253287.77	202621.63	528643.63	152053.44	183299.37	189056.06	146256.58	137023.65	114584.27	401094.77	599207.14	463928.23	193404.69	342692.87	293417.85	243173.81	250299.3	405031.52	92741.47	183122.66	96896.66	183671.03	221142.72	157520.13	223462.22	620696.34	169859.64	350356.23	279963.96	202827.84	94359.58	67680.0	68090.78	257270.01	130730.45	327822.54	213484.65	207861.84	192795.47	237410.03	324950.92	318754.27	368625.32	186117.11	40310.53	167324.5	68055.0	83131.02	136688.19	70869.73	46293.56	74066.43	146214.89	84255.02	119252.14	127663.99	168209.15	174091.18	161685.65	90369.34	36228.29	441535.97	44992.13	25482.63	48270.14	61910.86	96875.13
Pseudolaric acid B	2916.68	10631.83	5219.57	5665.55	12471.53	16049.75	3769.95	2980.24	8634.81	7580.27	2375.41	1891.94	5393.34	36190.58	11131.8	6715.06	9909.71	2853.31	9117.0	4015.96	3560.88	18798.81	5850.84	5146.81	5022.83	9670.64	11255.5	8929.48	3458.43	8985.08	9178.8	15145.48	6144.11	4722.94	6206.29	7625.62	18775.61	5532.33	58776.18	8643.43	3984.42	3097.36	1324.1	1639.77	15771.3	21878.41	13673.27	6126.6	23381.93	6283.41	5851.01	22548.51	1326.6	1452.86	1946.02	13952.76	558.7	1369.4	1633.3	782.33	3017.56	10791.1	8445.81	13080.99	5377.57	17758.83	7331.53	5604.61	10302.66
Adenosine	1844.48	661.09	1171.74	602.55	832.63	962.45	537.47	625.0	770.4	712.59	559.84	843.79	660.4	1183.89	535.62	440.92	1003.66	822.67	797.03	962.95	1198.54	987.71	492.31	265.32	922.42	315.67	212.16	317.7	474.06	344.45	190.7	197.94	401.23	524.91	500.56	424.55	666.83	580.73	397.21	356.77	517.99	566.35	322.51	671.99	276.18	504.97	574.02	987.54	625.39	727.36	495.5	312.81	764.67	316.97	436.92	773.44	961.18	195.69	630.97	389.69	429.59	691.34	799.74	804.98	348.62	1170.48	633.3	557.34	270.31
N-Methyltryptamine	66219.92	85100.78	68362.13	69539.69	71119.12	78132.15	67763.33	68986.82	74662.77	72419.36	74039.01	69592.93	77093.61	68480.99	71612.38	73765.3	77755.96	71346.88	78148.49	72737.41	70952.59	64180.27	64562.3	64573.69	68539.84	59374.38	56725.12	58487.81	61187.95	55965.61	64538.82	60656.12	55307.76	56661.19	67670.1	67628.64	54776.57	56941.17	56813.2	54232.77	56621.45	62906.33	63009.09	57914.04	56986.11	54628.28	60432.94	62403.14	61276.94	57469.96	64248.33	61911.26	60494.35	56967.47	62557.11	62566.14	59758.97	55841.39	58098.03	59277.5	61354.16	61575.53	61713.76	56275.19	62362.35	59237.93	62772.64	62864.88	62031.46
L-Asparaginyl-L-lysine	14126.57	18729.35	5453.3	5424.03	16727.31	106311.97	101729.12	62841.7	54946.18	5819.28	639.07	8019.96	6861.13	2346.32	48565.31	3724.08	3054.01	96786.89	13441.88	67470.79	45851.29	4516.16	150172.04	215922.74	9969.49	9380.25	155461.77	99854.39	16830.63	17489.68	18650.97	21984.13	11746.19	51448.68	424268.71	23404.62	60404.35	13266.09	46002.43	211742.68	89190.05	70639.34	1357.28	31933.17	59334.02	40912.99	26026.48	14197.2	20978.67	2645.26	12998.02	33199.09	16726.3	18664.99	2446.37	23912.4	23614.75	823.19	11939.9	219405.75	2587.73	26836.09	8593.05	27196.14	12250.98	21845.61	1894.36	2077.51	590.4
25-Hydroxycholesterol	2426.37	1374.48	4870.1	3056.01	2572.1	5290.62	3020.2	7290.17	3097.28	6376.17	6227.65	3483.82	3912.78	1711.06	903.71	2663.23	3361.14	1437.39	1344.57	1748.57	2351.87	2289.26	5132.34	955.26	1790.06	5316.0	1242.86	2064.02	1911.71	1075.72	683.61	4233.59	691.11	2612.71	965.67	1948.2	5948.93	860.35	3315.7	1313.86	1050.26	3346.12	6511.03	3302.61	6032.74	576.62	10396.18	3888.02	2243.2	1882.52	3942.99	1853.49	2013.96	4059.26	4629.6	1986.63	4484.0	5110.65	5580.44	1356.6	8337.7	3298.65	1575.6	3941.88	6260.29	3392.51	2207.05	3597.25	3092.93
Estrone	51035.21	12465.4	36112.99	47070.72	52134.8	21184.94	10519.1	24770.51	52664.09	22250.25	32503.88	19924.27	20598.82	12320.63	3358.09	19112.62	11041.2	55701.11	15477.66	11801.39	11128.95	12348.92	22006.86	11131.03	7178.18	40774.57	75864.24	22064.76	29553.92	26804.85	49857.54	19973.51	18087.41	25390.27	3719.73	76238.22	20014.28	32794.01	24409.73	89142.65	50222.39	72656.27	19098.62	56146.5	55886.87	31415.86	23946.24	17115.39	26504.88	13685.16	26026.14	32204.76	22824.88	61140.01	42981.89	34199.43	29456.43	76040.84	45177.41	46621.84	32579.1	50160.09	23558.92	43350.48	17101.18	19732.73	24214.02	36554.2	49486.1
Tauro-beta-muricholic acid	201.29	7.22	128.25	43.68	402.12	6.17	35.86	7.96	6.64	72.3	6.64	6.67	47.06	7.11	6.67	6.77	38.97	213.22	6.7	8.07	6.67	43.47	61.94	7.57	6.67	5.51	6.67	7.95	6.1	6.67	6.67	7.33	193.01	118.64	6.52	6.76	6.98	6.67	9.6	6.67	53.87	6.76	5.99	6.67	6.75	121.05	6.75	43.57	7.43	6.67	6.14	7.72	7.16	112.31	43.96	7.86	119.32	41.26	6.54	392.54	5.82	7.35	6.67	7.62	6.42	34.35	41.02	121.82	6.66
Bis(3-aminopropyl)amine	5905.84	1066.75	896.62	4564.17	1899.91	8042.63	7021.27	7529.19	13201.94	3997.41	5349.68	2100.75	10555.0	1041.06	7033.47	3163.69	2940.74	4287.83	5143.08	2666.51	6436.39	1680.37	11231.08	6894.38	3141.67	9033.26	7908.19	8436.07	3793.75	6539.64	5404.95	1134.1	3391.8	3267.34	3297.71	4110.05	15554.75	5146.24	2905.0	2369.01	6410.58	5818.45	5800.72	11608.13	9337.92	7114.64	1747.11	1771.43	3998.67	2146.45	3286.35	5017.54	1366.01	3338.12	3107.13	2385.94	2270.21	5338.52	3279.19	1998.58	3965.38	3577.68	1833.14	5055.37	1310.97	3376.74	942.96	3887.5	3231.03
Porphobilinogen	3214.06	4050.97	4171.96	2723.27	6160.59	3140.57	6938.06	1917.44	4945.19	2253.34	3728.54	4005.95	4588.04	5126.47	2255.79	2939.15	3161.36	4319.45	4265.58	2449.7	6826.12	2099.02	4816.14	4109.45	1974.96	2827.99	3922.19	3583.68	5222.83	3714.16	3814.63	10471.26	9279.11	6422.28	4031.58	2232.99	6171.01	6642.35	6583.02	1531.59	2909.85	5911.37	3123.02	8837.98	3800.97	6486.16	6774.41	6311.72	4186.28	4403.09	2906.77	3705.16	9219.3	1775.12	5294.8	4348.4	7437.89	1702.52	5188.52	1928.63	5452.46	5441.74	3710.13	7207.3	5415.21	4502.88	8725.12	8770.84	3534.68
Melatonin	1290.42	729.37	436.63	566.88	1147.07	2634.38	1345.77	1214.5	839.12	887.65	565.79	881.68	722.27	774.08	8002.7	3184.74	1030.9	487.11	704.48	519.63	477.7	1178.26	3294.04	27392.97	1060.01	1704.06	1439.04	1501.09	1096.1	1110.6	1154.72	882.09	5507.15	486.88	1032.56	1443.96	3767.23	803.21	2048.75	1938.05	3214.12	4965.32	4864.36	619.75	2000.26	1614.36	1594.77	1748.51	1695.4	2027.75	851.72	942.01	3048.69	1574.97	3589.39	486.59	1620.54	4106.88	2529.07	2773.21	2821.95	9376.03	3751.73	428.74	734.3	590.51	625.9	651.87	2162.31
Nodinitib-1	6966.98	6160.78	8626.63	3476.96	11681.8	11939.64	9275.67	9799.67	11895.97	6001.42	11542.17	10239.16	11733.83	7486.49	15726.14	12126.48	10943.58	11180.16	8995.94	7691.02	12434.93	9143.66	11033.01	9160.24	10750.79	7430.32	6415.62	7487.84	8247.91	5553.1	12971.0	4594.7	9213.64	14141.91	8410.91	12644.7	7905.23	6355.15	6793.04	6986.0	7993.05	8354.59	11627.39	7302.62	11408.74	8949.88	6951.44	8339.82	6405.73	10507.74	8731.89	7357.76	9557.57	9257.94	9726.17	5792.97	7475.08	11764.95	5531.68	8341.2	9763.77	19809.58	13905.19	5898.21	6662.69	11252.22	8913.63	4389.84	10150.11
Tyrphostin A51	3617.02	4503.59	3725.51	2066.68	5768.05	5478.55	4249.1	4151.32	1951.03	6224.07	5668.14	4796.21	5811.43	10471.19	7244.31	6663.71	5072.04	4862.12	5263.45	6096.67	4135.72	4666.05	3637.4	8764.07	5532.21	3890.94	7159.52	5701.11	4056.61	2367.4	5291.22	8203.48	7667.04	3538.69	4911.64	7765.13	2146.66	4566.11	3251.93	1549.1	865.09	3175.36	2758.11	789.65	3845.11	4537.83	3936.81	3787.94	9681.46	7832.45	6698.78	12150.21	3540.83	1333.8	1789.28	6460.58	3773.82	2967.2	1635.68	817.75	3177.14	672.13	1785.81	7366.21	1190.84	5801.34	2798.01	2631.65	4698.84
Hydrocortisone acetate	1584.74	1541.27	1493.19	793.13	3345.75	570.67	1746.27	1105.92	2176.89	1402.36	1521.03	1832.1	1690.1	1527.56	5970.89	1540.04	3239.0	1456.94	581.67	811.9	2304.73	2831.06	1882.45	1910.99	2593.4	5176.22	1311.44	1084.92	2033.87	1547.12	2361.3	1837.12	3341.66	1307.31	3537.22	858.54	2447.24	1635.52	1113.29	3084.79	1702.96	900.04	997.34	1885.39	4474.18	764.1	1303.43	721.91	1071.98	1616.6	619.24	776.34	518.85	1980.79	1775.6	750.9	632.24	4289.48	1130.07	3292.21	3249.35	1411.43	875.83	1695.06	1292.38	2724.68	2218.27	864.02	1771.55
10-Hydroxy-2-decenoic acid	6592.85	5075.88	7333.5	8248.8	9840.41	5553.87	3682.96	6069.68	6830.89	3804.3	4306.1	5811.9	8532.85	5802.71	4767.67	6790.53	4590.99	11962.34	4850.99	2477.28	4647.95	2157.87	6644.19	5354.31	4982.76	5222.08	6799.65	7076.87	8311.7	6758.85	6812.98	6528.58	5980.32	5497.55	6141.44	6914.77	4249.99	5148.56	4023.51	6190.76	4787.58	6734.08	8363.37	13152.97	6346.65	4884.29	7861.61	7059.47	5560.87	6327.86	5819.53	7238.1	5156.92	9091.37	8320.04	7478.93	10291.19	11006.06	10482.95	8135.12	7182.29	11020.07	6055.2	26807.88	8317.64	3437.44	9326.41	5835.65	6567.02
Lithocholic acid 3-O-sulfate	1858.72	8785.44	6484.69	38694.02	27366.41	2153.48	1578.51	2935.18	68101.53	935.29	1022.11	1839.57	2790.82	720.58	3929.39	7910.13	2791.34	4642.04	1451.96	7076.24	2501.52	1977.81	20741.62	5036.64	7829.71	17169.6	68397.98	1876.17	2576.71	17956.74	3263.57	6842.05	2940.01	5911.42	867.57	20018.6	2415.61	1101.98	4906.21	18324.3	5994.31	7799.32	2017.87	94628.11	26439.94	776.27	7517.96	5783.69	5261.98	2470.75	783.59	2886.92	3241.74	16909.62	12307.97	12074.16	2895.74	3084.42	3819.01	11079.15	33338.52	6953.36	1435.78	8878.49	23039.08	4273.47	7588.82	7563.58	1247.23
4-Pyridoxic acid	20.32	18.51	115.44	17.73	131.24	17.73	110.33	112.88	159.26	117.24	17.73	157.81	17.73	17.73	17.73	17.66	815.65	17.73	17.73	17.73	17.73	140.62	18.01	17.73	17.73	17.73	17.73	17.74	17.8	18.01	17.73	17.73	105.42	19.01	17.74	133.09	17.73	17.74	106.37	18.08	18.46	17.9	182.66	17.97	607.19	115.14	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.73	17.82	17.73	17.86	118.0	17.81
FFA(13:0)	12357.7	8009.55	5595.83	19125.79	17218.6	8591.13	13066.37	10152.8	12978.99	4926.66	5705.09	11003.37	6325.89	13623.74	7290.99	5045.73	7001.57	7939.9	7802.09	7952.38	7574.01	6112.96	5850.14	6309.42	10029.22	10635.35	12217.33	25395.45	5336.48	17993.88	10570.33	5648.62	5111.26	11203.77	5731.09	8704.5	10805.29	9366.35	17347.61	4684.24	4947.52	3887.84	13396.64	9467.16	13780.01	7863.82	5296.99	6596.04	4664.54	5571.47	8702.88	9102.05	5619.43	14157.66	4607.53	16421.95	6288.39	8542.33	16779.05	9398.68	10620.29	6523.0	5569.24	4515.9	12340.72	9066.99	5808.48	21567.55	11195.09
N-Acetylserotonin	1988.33	857.2	1605.9	2495.6	2203.35	2715.94	2261.31	1903.59	2216.13	1860.77	1181.32	927.54	1303.46	748.83	3040.5	1510.14	2163.79	731.45	1696.28	1064.4	974.31	758.78	6272.43	1980.92	1711.13	1423.84	2819.27	2640.89	1262.95	3157.64	3462.08	2089.3	1625.65	1668.57	3285.44	2941.13	1750.95	1759.22	2163.68	2936.87	1853.73	1408.37	3129.88	1796.38	1730.91	1883.36	1332.52	1235.19	1262.88	3155.19	1236.98	1709.71	1399.84	2279.58	3535.08	1574.13	2633.78	3167.64	2732.62	2874.8	3683.13	2538.32	1643.65	1668.04	2386.64	1545.22	1637.62	5198.25	2912.67
2-Amino-5-nitrobenzoic acid	1416.12	862.94	1219.97	1187.51	698.58	655.57	865.99	1266.87	1197.86	1304.08	944.26	1206.09	1110.47	534.71	812.14	659.85	831.46	1249.92	731.51	875.59	1161.68	1081.43	363.11	877.29	789.46	898.25	634.58	469.69	1357.22	1325.71	787.57	832.15	950.6	911.13	1294.82	929.99	668.15	1321.38	520.32	917.93	1160.37	852.13	991.07	874.29	852.48	427.0	918.76	1086.02	843.97	964.27	1217.83	993.1	1240.26	1236.42	1118.22	915.11	1191.36	797.96	1534.43	686.44	1130.53	1163.19	1168.97	931.39	624.05	557.89	1021.36	781.69	801.46
Vanillactic acid	703.92	1479.68	1273.19	713.25	7893.15	1286.82	2060.48	1877.92	456.27	1538.8	1921.32	678.59	654.84	1077.5	2080.18	1848.35	478.28	848.3	3421.27	1246.93	3748.11	1619.05	725.04	3555.1	2469.06	2351.52	733.6	5536.78	3795.34	1655.8	1553.33	944.2	2049.53	802.72	871.24	3768.02	1753.47	1337.78	526.64	1187.32	1466.7	1121.51	4773.29	928.74	2562.4	2520.62	788.16	772.22	1315.37	705.7	1439.39	631.79	1596.53	1175.34	1924.73	1129.89	1322.93	518.44	513.98	1742.2	880.35	1665.93	9107.95	560.89	727.16	625.76	1348.29	2586.29	1573.94
Indolepyruvate	705.5	761.14	1702.66	1900.12	793.85	1095.58	1376.99	1630.18	1632.01	1624.57	1690.4	1867.07	2129.25	4884.08	1048.45	3613.87	1222.38	2673.0	1475.41	643.3	1564.42	796.7	914.61	1551.37	624.68	5923.05	1953.57	1044.45	1405.3	1261.27	7494.79	7202.83	4238.43	2498.03	3232.71	2399.15	2328.35	2115.9	3042.48	1455.99	656.67	3935.11	2795.89	2934.38	6356.71	4228.01	1436.53	2953.37	1153.42	3343.35	5928.93	4552.01	5482.01	1938.09	4372.12	5991.6	1652.16	2054.5	1348.4	6059.18	4575.33	6120.23	3368.55	1761.28	3994.38	4255.23	2707.58	1729.29	1549.74
Oxalacetic acid	2660.72	13317.25	20308.75	54446.38	20750.98	57077.37	48213.79	31874.23	16078.0	5601.25	32771.69	6502.05	29506.11	479217.44	24087.42	61055.78	74832.87	7172.66	9187.4	6209.17	3960.21	87998.69	135225.07	238706.23	7726.19	699737.97	226110.92	177778.9	12391.51	55398.18	90435.83	349365.25	45644.5	16722.42	157265.26	101711.35	121157.27	15858.87	611037.45	308441.9	249862.21	21407.43	152366.55	268566.43	137244.68	563081.75	36894.48	29976.75	67432.08	148993.51	58140.8	437288.65	10092.58	43052.23	18787.21	42297.11	13071.63	8918.24	39320.51	36579.38	138761.66	44088.48	340821.82	86523.45	92178.16	87052.94	49998.05	565631.2	103786.81
GcNeu	61631.19	63232.5	68568.17	35153.33	47958.31	47377.13	41155.94	41693.5	37598.96	32380.69	71888.75	62692.99	58351.48	39374.08	40376.78	46269.43	64276.16	46679.31	60268.89	41309.63	57697.92	42408.16	17273.77	2519.86	56847.61	65528.99	36317.33	42884.8	46051.94	60323.41	69647.41	33375.18	63782.5	64256.61	57234.98	43583.07	57574.53	36348.26	48853.25	42001.16	60235.53	52524.39	49664.97	59678.39	49681.53	89272.89	59855.81	83814.21	65021.76	48690.8	59406.71	52676.75	50024.36	53454.62	66556.45	70093.21	61611.49	49247.97	45211.79	45040.71	47840.05	78927.97	68538.42	77930.47	56921.04	97621.07	65270.64	84101.42	72160.36
3-Methylindole	9633.48	7315.93	11453.82	7131.64	20203.99	22428.39	35133.45	8381.68	10029.21	7452.26	10363.93	12653.56	15893.15	4680.65	11364.04	50159.85	11522.04	8113.34	30562.61	16807.82	9458.98	12937.68	14536.14	8226.18	11648.68	8813.7	18985.4	26490.01	12578.86	13372.58	14813.55	43780.7	8636.1	15539.21	12126.5	53739.99	16544.66	10192.46	11825.19	48670.4	15818.15	22152.91	57619.78	24109.52	23673.34	30713.81	12833.27	20664.02	24087.11	15467.85	19225.92	11055.26	18083.84	25704.48	16813.57	36683.9	10072.28	12379.56	12492.73	27178.23	25714.24	27455.39	27154.35	17423.12	26421.92	17249.25	11497.9	8534.96	23940.58
2-Oleoyl-sn-glycero-3-phosphocholine	2607.32	414.22	506.2	2091.13	10523.7	7165.27	2784.78	1689.34	1138.28	9815.96	11940.83	48715.9	1639.26	2223.12	11646.27	3971.22	26227.5	2554.92	3765.35	2675.8	15117.6	7304.99	6638.39	836.9	28292.2	2273.77	5182.7	1324.24	3842.99	72214.24	9736.17	436.51	3208.62	9436.43	10637.45	8970.44	3426.73	3059.84	3460.39	2286.39	10234.33	1054.57	6516.73	620.59	13165.69	11523.8	1039.17	551.93	10235.01	7680.14	3603.23	1460.96	862.12	2807.5	5467.15	2050.65	1226.5	3914.03	2630.63	8297.39	3523.03	5902.32	3163.43	1460.76	754.32	3925.8	1552.13	1255.54	4750.57
4-Hydroxycyclohexylcarboxylic acid	3086.9	3745.94	7168.05	2144.55	3594.37	3960.21	3287.11	2034.46	1768.62	1672.2	1908.76	4000.16	4076.06	3538.69	3167.21	1149.29	2274.99	2640.34	1619.26	5856.34	2737.75	1348.55	10908.25	1765.58	2974.18	2661.52	2503.76	1705.21	1744.88	2233.26	5020.7	1550.03	3473.16	2171.39	4354.86	1681.59	1775.26	3341.99	2471.41	3055.12	2049.84	2921.26	2300.97	2633.87	2426.15	2290.5	1757.01	5155.93	2013.54	6330.14	3088.25	5326.45	2746.32	4539.14	4842.37	3585.72	3623.27	6525.47	2597.8	3807.83	1913.19	1659.73	2392.18	2564.75	3670.69	4170.51	3187.26	3235.48	1379.97
N-(3-Hydroxypropyl)phthalimide	3232.66	3421.06	2917.9	3349.66	1385.05	2430.66	2370.0	3371.11	2273.08	3146.96	3442.11	3406.53	4096.98	1967.47	2178.76	2318.13	3754.9	3724.54	2389.82	4075.73	3385.49	608.38	2329.53	1861.61	2383.37	1193.43	1921.9	2365.01	2640.67	2340.85	2600.87	1892.92	2278.87	2251.43	1854.85	2422.14	847.11	2420.76	1637.09	1197.8	1597.59	2990.43	1969.95	3373.51	2061.27	1998.77	2087.49	2443.88	2756.03	2682.34	2993.09	1216.41	2552.89	2646.91	2739.68	2279.13	763.81	2985.58	2333.61	2351.28	2359.83	999.44	1889.3	2046.81	2546.97	2099.58	2509.82	2141.53	2038.91
3-Oxocholic acid	939.29	1412.93	907.63	7210.07	4260.32	2363.67	710.09	1437.04	4370.78	519.35	2564.63	3311.81	1008.7	3095.41	526.89	1714.06	3010.64	1011.44	2579.69	1003.37	1033.83	1523.37	1388.78	939.71	5551.14	3712.2	6235.76	1265.57	3378.23	4455.93	8050.62	751.13	616.46	2095.36	3852.78	1602.86	677.41	7926.46	1722.06	2942.52	1007.95	998.59	3793.48	2387.83	2392.62	8714.69	3351.15	4138.86	960.55	4839.45	3804.89	883.43	2156.18	2491.62	2358.47	1786.78	1678.84	4140.37	4645.97	1042.76	3792.78	645.16	1431.42	1449.39	2795.45	4252.81	1717.76	1981.37	2503.5
Dihydrodaidzein	52118.66	14070.45	36255.22	30289.69	28723.69	22367.87	17983.24	7296.03	36907.03	15560.87	30327.27	25302.14	30136.23	26738.9	24890.48	149108.26	15564.14	28626.38	12274.18	4223.08	78454.16	19315.22	30123.34	18960.49	46267.53	2027.24	8209.76	25311.62	7449.56	15742.32	19120.76	2632.39	7363.0	18439.0	13901.58	24847.91	5020.7	8503.38	2153.3	10762.65	11766.55	14258.1	11813.31	4100.73	5374.06	57028.62	21255.2	8120.34	22690.44	16113.73	26515.15	13850.0	14903.25	17226.12	10128.82	21966.62	5827.76	27832.25	671.34	9811.85	3832.18	5952.29	10337.3	18211.11	9387.55	39063.23	15142.83	8007.75	13078.2
Desaminotyrosine	23288.86	17201.42	14879.47	18710.46	16837.0	21779.77	17507.73	17765.67	18940.22	21699.13	23681.31	11438.0	22340.74	7838.51	14622.76	14008.76	22331.16	17706.55	18711.0	7729.1	18973.32	13151.64	17308.96	13209.36	17044.49	12206.8	4955.8	8878.55	10361.68	20056.06	17927.67	14401.2	12215.79	21196.92	15134.66	8683.9	17124.54	17048.03	9390.23	12082.51	10869.74	9160.0	12467.68	19959.24	15135.43	16634.62	20345.21	18233.58	6926.57	15457.0	13449.28	7620.44	16821.94	16895.77	16486.68	15497.72	10804.97	14652.93	16303.2	13554.4	9880.97	14324.28	13173.78	16962.84	13088.19	18201.28	10882.13	16045.63	21316.39
Gallic acid	53437.74	11814.88	17341.92	1783.04	6458.03	44113.6	718.28	12358.48	151564.09	66881.67	62723.35	20290.83	65956.9	67455.28	22628.38	56120.92	68011.81	4017.18	3164.89	113260.73	2591.75	105675.02	13815.28	448837.03	49741.73	1196716.98	29840.36	17238.59	233498.54	133206.46	52725.46	423.72	96976.12	18087.19	56476.52	290678.68	25732.08	8911.0	17436.97	85910.58	140110.95	94706.19	9744.75	88514.67	42682.91	57426.71	2457.94	97652.16	10325.64	4104.91	2232.27	28637.44	330.42	68281.12	10248.59	7972.13	36685.93	12927.77	2554.15	88173.35	1029764.91	17241.05	2066.08	387.8	2954.43	309427.73	80718.0	2402.39	9582.36
